'100000', '4', '3', '-1', 'Interloper\'s Boots', '42894', '4', '32768', '0', '1', '0', '10000', '8', '4', '-1', '67', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '4', '7', '17', '3', '23', '5', '8', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '340', '0', '0', '0', '0', '0', '0', '0', '0', '0', '15464', '1', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '0', '0', '0', '1', '', '0', '0', '0', '0', '0', '5', '0', '0', '0', '0', '1000', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '50', '0', '0', '0', '', '2', '0', '0', '0', '0', '12340', '0', '0', '1', '0', '0', '67'
'100029', '4', '3', '-1', 'Trainer\'s Spaulders', '32125', '4', '32768', '0', '1', '0', '10000', '3', '4', '-1', '66', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '4', '7', '18', '3', '21', '5', '9', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '367', '0', '0', '0', '0', '0', '0', '0', '0', '0', '15464', '1', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '0', '0', '0', '1', '', '0', '0', '0', '0', '0', '5', '0', '0', '0', '0', '1002', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '50', '0', '0', '0', '', '2', '0', '0', '0', '0', '12340', '0', '0', '1', '0', '0', '66'
'100030', '4', '3', '-1', 'Trainer\'s Wristguards', '42885', '4', '0', '0', '1', '0', '10000', '9', '4', '-1', '67', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '4', '3', '18', '7', '10', '5', '6', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '185', '0', '0', '0', '0', '0', '0', '0', '0', '0', '15464', '1', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '0', '0', '0', '1', '', '0', '0', '0', '0', '0', '5', '0', '0', '0', '0', '1002', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '', '2', '0', '0', '0', '0', '12340', '0', '0', '1', '0', '0', '67'
'100031', '4', '0', '-1', 'Trainer\'s Necklace', '32297', '4', '0', '0', '1', '0', '10000', '2', '4', '-1', '67', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '4', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '7597', '1', '0', '0', '-1', '0', '-1', '81529', '1', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '0', '0', '0', '1', '', '0', '0', '0', '0', '0', '3', '0', '0', '0', '0', '1002', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '', '2', '0', '0', '0', '0', '12340', '0', '0', '1', '0', '0', '67'
'100032', '4', '0', '-1', 'Trainer\'s Band', '31664', '4', '0', '0', '1', '0', '10000', '11', '4', '-1', '70', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '4', '3', '21', '7', '16', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '0', '0', '0', '1', '', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '1002', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '', '2', '0', '0', '0', '0', '12340', '0', '0', '1', '0', '0', '70'
'100033', '4', '0', '-1', 'Trainer\'s Seal', '33856', '4', '32768', '0', '1', '0', '10000', '11', '4', '-1', '66', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '4', '3', '20', '7', '11', '5', '8', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '0', '0', '0', '1', '', '0', '0', '0', '0', '0', '4', '0', '0', '0', '0', '1002', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '', '2', '0', '0', '0', '0', '12340', '0', '0', '1', '0', '0', '66'
'100034', '4', '1', '-1', 'Trainer\'s Cloak', '33733', '4', '32768', '0', '1', '0', '10000', '16', '4', '-1', '67', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '4', '3', '18', '7', '13', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '52', '0', '0', '0', '0', '0', '0', '0', '0', '0', '15464', '1', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '0', '0', '0', '1', '', '0', '0', '0', '0', '0', '7', '0', '0', '0', '0', '1002', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '', '2', '0', '0', '0', '0', '12340', '0', '0', '1', '0', '0', '67'
'100035', '4', '3', '-1', 'Trainer\'s Belt', '42887', '4', '0', '0', '1', '0', '10000', '6', '4', '-1', '68', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '4', '3', '17', '7', '17', '5', '9', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '237', '0', '0', '0', '0', '0', '0', '0', '0', '0', '7597', '1', '0', '0', '-1', '0', '-1', '15464', '1', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '0', '0', '0', '1', '', '0', '0', '0', '0', '0', '5', '0', '0', '0', '0', '1002', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '', '2', '0', '0', '0', '0', '12340', '0', '0', '1', '0', '0', '68'
'100036', '4', '3', '-1', 'Kiter\'s Boots', '42894', '4', '32768', '0', '1', '0', '10000', '8', '4', '-1', '67', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '4', '7', '17', '3', '23', '5', '8', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '340', '0', '0', '0', '0', '0', '0', '0', '0', '0', '15464', '1', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '0', '0', '0', '1', '', '0', '0', '0', '0', '0', '5', '0', '0', '0', '0', '1003', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '50', '0', '0', '0', '', '2', '0', '0', '0', '0', '12340', '0', '0', '1', '0', '0', '67'
'100037', '4', '3', '-1', 'Kiter\'s Grips', '40624', '4', '32768', '0', '1', '0', '10000', '10', '4', '-1', '66', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '4', '7', '19', '3', '20', '5', '4', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '308', '0', '0', '0', '0', '0', '0', '0', '0', '0', '81368', '1', '0', '0', '-1', '0', '-1', '7597', '1', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '0', '0', '0', '1', '', '0', '0', '0', '0', '0', '5', '0', '0', '0', '0', '1003', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '40', '0', '0', '0', '', '2', '0', '0', '0', '0', '12340', '0', '0', '1', '0', '0', '66'
'100038', '4', '3', '-1', 'Kiter\'s Helm', '42882', '4', '32768', '0', '1', '0', '10000', '1', '4', '-1', '66', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '4', '7', '24', '3', '30', '5', '10', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '393', '0', '0', '0', '0', '0', '0', '0', '0', '0', '7597', '1', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '0', '0', '0', '1', '', '0', '0', '0', '0', '0', '5', '0', '0', '0', '0', '1003', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '50', '0', '0', '0', '', '2', '0', '0', '0', '0', '12340', '0', '0', '1', '0', '0', '66'
'100039', '4', '3', '-1', 'Kiter\'s Breastplate', '40623', '4', '32768', '0', '1', '0', '10000', '5', '4', '-1', '66', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '4', '7', '24', '3', '30', '5', '10', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '472', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '-1', '0', '-1', '7597', '1', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '0', '0', '0', '1', '', '0', '0', '0', '0', '0', '5', '0', '0', '0', '0', '1003', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '50', '0', '0', '0', '', '2', '0', '0', '0', '0', '12340', '0', '0', '1', '0', '0', '66'
'100040', '4', '3', '-1', 'Kiter\'s Legguards', '40626', '4', '32768', '0', '1', '0', '10000', '7', '4', '-1', '67', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '4', '3', '30', '7', '24', '5', '11', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '417', '0', '0', '0', '0', '0', '0', '0', '0', '0', '7597', '1', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '0', '0', '0', '1', '', '0', '0', '0', '0', '0', '5', '0', '0', '0', '0', '1003', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '50', '0', '0', '0', '', '2', '0', '0', '0', '0', '12340', '0', '0', '1', '0', '0', '67'
'100041', '4', '3', '-1', 'Kiter\'s Spaulders', '40628', '4', '32768', '0', '1', '0', '10000', '3', '4', '-1', '66', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '4', '7', '18', '3', '21', '5', '9', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '367', '0', '0', '0', '0', '0', '0', '0', '0', '0', '15464', '1', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '0', '0', '0', '1', '', '0', '0', '0', '0', '0', '5', '0', '0', '0', '0', '1003', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '50', '0', '0', '0', '', '2', '0', '0', '0', '0', '12340', '0', '0', '1', '0', '0', '66'
'100042', '4', '3', '-1', 'Kiter\'s Wristguards', '42885', '4', '0', '0', '1', '0', '10000', '9', '4', '-1', '67', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '4', '3', '18', '7', '10', '5', '6', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '185', '0', '0', '0', '0', '0', '0', '0', '0', '0', '15464', '1', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '0', '0', '0', '1', '', '0', '0', '0', '0', '0', '5', '0', '0', '0', '0', '1003', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '', '2', '0', '0', '0', '0', '12340', '0', '0', '1', '0', '0', '67'
'100043', '4', '0', '-1', 'Kiter\'s Necklace', '32297', '4', '0', '0', '1', '0', '10000', '2', '4', '-1', '67', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '4', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '7597', '1', '0', '0', '-1', '0', '-1', '81529', '1', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '0', '0', '0', '1', '', '0', '0', '0', '0', '0', '3', '0', '0', '0', '0', '1003', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '', '2', '0', '0', '0', '0', '12340', '0', '0', '1', '0', '0', '67'
'100044', '4', '0', '-1', 'Kiter\'s Band', '31664', '4', '0', '0', '1', '0', '10000', '11', '4', '-1', '70', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '4', '3', '21', '7', '16', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '0', '0', '0', '1', '', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '1003', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '', '2', '0', '0', '0', '0', '12340', '0', '0', '1', '0', '0', '70'
'100045', '4', '0', '-1', 'Kiter\'s Seal', '33856', '4', '32768', '0', '1', '0', '10000', '11', '4', '-1', '66', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '4', '3', '20', '7', '11', '5', '8', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '0', '0', '0', '1', '', '0', '0', '0', '0', '0', '4', '0', '0', '0', '0', '1003', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '', '2', '0', '0', '0', '0', '12340', '0', '0', '1', '0', '0', '66'
'100046', '4', '1', '-1', 'Kiter\'s Cloak', '33733', '4', '32768', '0', '1', '0', '10000', '16', '4', '-1', '67', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '4', '3', '18', '7', '13', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '52', '0', '0', '0', '0', '0', '0', '0', '0', '0', '15464', '1', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '0', '0', '0', '1', '', '0', '0', '0', '0', '0', '7', '0', '0', '0', '0', '1003', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '', '2', '0', '0', '0', '0', '12340', '0', '0', '1', '0', '0', '67'
'100047', '4', '3', '-1', 'Kiter\'s Belt', '42887', '4', '0', '0', '1', '0', '10000', '6', '4', '-1', '68', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '4', '3', '17', '7', '17', '5', '9', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '237', '0', '0', '0', '0', '0', '0', '0', '0', '0', '7597', '1', '0', '0', '-1', '0', '-1', '15464', '1', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '0', '0', '0', '1', '', '0', '0', '0', '0', '0', '5', '0', '0', '0', '0', '1003', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '', '2', '0', '0', '0', '0', '12340', '0', '0', '1', '0', '0', '68'
'100048', '4', '2', '-1', 'Neilyo\'s Treads', '30333', '4', '32768', '0', '1', '0', '10000', '8', '8', '-1', '67', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '4', '7', '26', '3', '23', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '138', '0', '0', '0', '0', '0', '0', '0', '0', '0', '27037', '1', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '0', '0', '0', '1', '', '0', '0', '0', '0', '0', '8', '0', '0', '0', '0', '1004', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '', '2', '0', '0', '0', '0', '12340', '0', '0', '1', '0', '0', '67'
'100049', '4', '2', '-1', 'Neilyo\'s Mitts', '30334', '4', '32768', '0', '1', '0', '10000', '10', '8', '-1', '67', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '4', '7', '21', '3', '19', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '185', '0', '0', '0', '0', '0', '0', '0', '0', '0', '7597', '1', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '0', '0', '0', '1', '', '0', '0', '0', '0', '0', '8', '0', '0', '0', '0', '1004', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '60', '0', '0', '0', '', '2', '0', '0', '0', '0', '12340', '0', '0', '1', '0', '0', '67'
'100050', '4', '2', '-1', 'Neilyo\'s Magic Hat', '30330', '4', '32768', '0', '1', '0', '10000', '1', '8', '-1', '66', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '4', '7', '29', '3', '25', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '212', '0', '0', '0', '0', '0', '0', '0', '0', '0', '15464', '1', '0', '0', '-1', '0', '-1', '7597', '1', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '0', '0', '0', '1', '', '0', '0', '0', '0', '0', '8', '0', '0', '0', '0', '1004', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '49', '0', '0', '0', '', '2', '0', '0', '0', '0', '12340', '0', '0', '1', '0', '0', '66'
'100051', '4', '2', '-1', 'Neilyo\'s Spaulders', '30328', '4', '32768', '0', '1', '0', '10000', '3', '8', '-1', '69', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '4', '7', '25', '3', '20', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '209', '0', '0', '0', '0', '0', '0', '0', '0', '0', '15464', '1', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '0', '0', '0', '1', '', '0', '0', '0', '0', '0', '8', '0', '0', '0', '0', '1004', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '50', '0', '0', '0', '', '2', '0', '0', '0', '0', '12340', '0', '0', '1', '0', '0', '69'
'100052', '4', '2', '-1', 'Neilyo\'s Breastplate', '30327', '4', '32768', '0', '1', '0', '10000', '5', '8', '-1', '67', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '4', '7', '30', '3', '25', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '269', '0', '0', '0', '0', '0', '0', '0', '0', '0', '15464', '1', '0', '0', '-1', '0', '-1', '7597', '1', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '0', '0', '0', '1', '', '0', '0', '0', '0', '0', '8', '0', '0', '0', '0', '1004', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '40', '0', '0', '0', '', '2', '0', '0', '0', '0', '12340', '0', '0', '1', '0', '0', '67'
'100053', '4', '2', '-1', 'Neilyo\'s Legguards', '30329', '4', '32768', '0', '1', '0', '10000', '7', '8', '-1', '67', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '4', '7', '24', '3', '24', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '283', '0', '0', '0', '0', '0', '0', '0', '0', '0', '15465', '1', '0', '0', '-1', '0', '-1', '7597', '1', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '0', '0', '0', '1', '', '0', '0', '0', '0', '0', '8', '0', '0', '0', '0', '1004', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '50', '0', '0', '0', '', '2', '0', '0', '0', '0', '12340', '0', '0', '1', '0', '0', '67'
'100054', '4', '0', '-1', 'Neilyo\'s Medallion', '31907', '4', '0', '0', '1', '0', '10000', '2', '8', '-1', '69', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '4', '3', '13', '7', '23', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '0', '0', '0', '1', '', '0', '0', '0', '0', '0', '4', '0', '0', '0', '0', '1004', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '', '2', '0', '0', '0', '0', '12340', '0', '0', '1', '0', '0', '69'
'100055', '4', '1', '-1', 'Neilyo\'s Cape', '23140', '4', '32768', '0', '1', '0', '10000', '16', '8', '-1', '67', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '4', '7', '16', '3', '8', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '52', '0', '0', '0', '0', '0', '0', '0', '0', '0', '15807', '1', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '0', '0', '0', '1', '', '0', '0', '0', '0', '0', '7', '0', '0', '0', '0', '1004', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '', '2', '0', '0', '0', '0', '12340', '0', '0', '1', '0', '0', '67'
'100056', '4', '0', '-1', 'Neilyo\'s Band', '34189', '4', '0', '0', '1', '0', '10000', '11', '8', '-1', '69', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '4', '3', '23', '7', '13', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '0', '0', '0', '1', '', '0', '0', '0', '0', '0', '4', '0', '0', '0', '0', '1004', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '', '2', '0', '0', '0', '0', '12340', '0', '0', '1', '0', '0', '69'
'100057', '4', '0', '-1', 'Neilyo\'s Seal', '33808', '4', '0', '0', '1', '0', '10000', '11', '8', '-1', '67', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '4', '7', '14', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '9334', '1', '0', '0', '-1', '0', '-1', '7597', '1', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '0', '0', '0', '1', '', '0', '0', '0', '0', '0', '4', '0', '0', '0', '0', '1004', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '', '2', '0', '0', '0', '0', '12340', '0', '0', '1', '0', '0', '67'
